ball_speed,launch_angle,spin,spin_axis,spin_axis_dir,h_launch,h_launch_dir
180.0,22.63157894736842,5103.448275862069,4.285714285714286,Left,10.0,Right
110.0,19.473684210526315,4482.758620689656,4.285714285714286,Left,8.571428571428571,Left
111.42857142857143,24.736842105263158,8000.0,6.428571428571429,Right,5.714285714285714,Left
155.71428571428572,23.684210526315788,6965.517241379311,0.0,Left,2.857142857142857,Left
111.42857142857143,26.842105263157894,4482.758620689656,8.571428571428571,Right,0.0,Right
155.71428571428572,19.473684210526315,6137.931034482759,0.0,Right,7.142857142857143,Left
137.14285714285714,14.210526315789473,5724.137931034483,2.142857142857143,Right,8.571428571428571,Right
148.57142857142856,17.36842105263158,5103.448275862069,4.285714285714286,Right,10.0,Right
157.14285714285714,27.894736842105264,7379.310344827586,0.0,Right,2.857142857142857,Right
140.0,28.94736842105263,4689.6551724137935,10.714285714285714,Left,2.857142857142857,Right
178.57142857142856,16.315789473684212,8000.0,4.285714285714286,Right,0.0,Right
115.71428571428571,27.894736842105264,5517.241379310345,12.857142857142858,Left,0.0,Left
112.85714285714286,15.263157894736842,4689.6551724137935,6.428571428571429,Left,1.4285714285714286,Left
164.28571428571428,21.57894736842105,2827.5862068965516,6.428571428571429,Left,1.4285714285714286,Left
125.71428571428572,17.36842105263158,3241.379310344828,15.0,Right,10.0,Right
155.71428571428572,18.421052631578945,7586.206896551725,0.0,Right,1.4285714285714286,Right
162.85714285714286,11.052631578947368,2620.689655172414,12.857142857142858,Right,4.285714285714286,Left
138.57142857142858,17.36842105263158,4896.551724137931,10.714285714285714,Left,10.0,Right
144.28571428571428,22.63157894736842,6965.517241379311,8.571428571428571,Right,7.142857142857143,Right
120.0,27.894736842105264,5931.034482758621,10.714285714285714,Left,0.0,Right
135.71428571428572,17.36842105263158,2827.5862068965516,4.285714285714286,Right,8.571428571428571,Right
177.14285714285714,11.052631578947368,6137.931034482759,4.285714285714286,Right,2.857142857142857,Left
154.28571428571428,21.57894736842105,3655.1724137931033,4.285714285714286,Left,8.571428571428571,Right
158.57142857142856,27.894736842105264,6758.620689655172,10.714285714285714,Left,0.0,Left
128.57142857142858,14.210526315789473,3655.1724137931033,4.285714285714286,Right,0.0,Left
125.71428571428572,13.157894736842106,3241.379310344828,2.142857142857143,Right,2.857142857142857,Left
112.85714285714286,30.0,6344.827586206897,15.0,Left,7.142857142857143,Right
145.71428571428572,14.210526315789473,8000.0,12.857142857142858,Right,7.142857142857143,Right
130.0,19.473684210526315,5724.137931034483,2.142857142857143,Left,8.571428571428571,Right
118.57142857142857,30.0,7379.310344827586,0.0,Right,10.0,Left
152.85714285714286,17.36842105263158,6965.517241379311,15.0,Right,5.714285714285714,Right
114.28571428571429,28.94736842105263,6344.827586206897,10.714285714285714,Right,7.142857142857143,Left
130.0,19.473684210526315,5724.137931034483,2.142857142857143,Left,4.285714285714286,Right
162.85714285714286,23.684210526315788,5310.3448275862065,10.714285714285714,Right,5.714285714285714,Left
144.28571428571428,13.157894736842106,6137.931034482759,12.857142857142858,Right,5.714285714285714,Right
157.14285714285714,28.94736842105263,5724.137931034483,10.714285714285714,Right,8.571428571428571,Left
148.57142857142856,25.789473684210527,6344.827586206897,0.0,Left,7.142857142857143,Right
114.28571428571429,10.0,4689.6551724137935,6.428571428571429,Right,1.4285714285714286,Left
132.85714285714286,28.94736842105263,7793.103448275862,0.0,Right,5.714285714285714,Left
161.42857142857144,27.894736842105264,2827.5862068965516,2.142857142857143,Right,10.0,Left
145.71428571428572,26.842105263157894,4896.551724137931,4.285714285714286,Right,0.0,Left
120.0,10.0,6551.724137931034,4.285714285714286,Right,2.857142857142857,Right
167.14285714285714,24.736842105263158,3034.4827586206898,6.428571428571429,Right,0.0,Right
138.57142857142858,18.421052631578945,2827.5862068965516,15.0,Right,0.0,Right
127.14285714285714,21.57894736842105,5103.448275862069,2.142857142857143,Left,7.142857142857143,Right
161.42857142857144,11.052631578947368,6551.724137931034,8.571428571428571,Left,8.571428571428571,Left
180.0,10.0,3655.1724137931033,2.142857142857143,Right,1.4285714285714286,Right
132.85714285714286,27.894736842105264,2206.896551724138,6.428571428571429,Left,10.0,Right
150.0,26.842105263157894,4689.6551724137935,2.142857142857143,Right,10.0,Right
172.85714285714286,26.842105263157894,2827.5862068965516,0.0,Right,2.857142857142857,Right
147.14285714285714,26.842105263157894,4896.551724137931,0.0,Right,0.0,Left
148.57142857142856,12.105263157894736,3655.1724137931033,12.857142857142858,Right,10.0,Left
125.71428571428572,28.94736842105263,6137.931034482759,10.714285714285714,Left,8.571428571428571,Right
117.14285714285714,23.684210526315788,7379.310344827586,10.714285714285714,Right,2.857142857142857,Left
142.85714285714286,27.894736842105264,7172.413793103448,0.0,Left,2.857142857142857,Left
111.42857142857143,22.63157894736842,4068.9655172413795,6.428571428571429,Left,5.714285714285714,Left
120.0,17.36842105263158,3034.4827586206898,4.285714285714286,Right,0.0,Left
172.85714285714286,24.736842105263158,3241.379310344828,2.142857142857143,Left,1.4285714285714286,Left
144.28571428571428,30.0,4896.551724137931,4.285714285714286,Right,0.0,Left
155.71428571428572,10.0,7172.413793103448,4.285714285714286,Left,4.285714285714286,Left
114.28571428571429,21.57894736842105,4068.9655172413795,8.571428571428571,Right,7.142857142857143,Right
134.28571428571428,12.105263157894736,5103.448275862069,10.714285714285714,Right,5.714285714285714,Left
112.85714285714286,22.63157894736842,2413.793103448276,6.428571428571429,Left,5.714285714285714,Right
172.85714285714286,18.421052631578945,7172.413793103448,8.571428571428571,Left,1.4285714285714286,Left
174.28571428571428,21.57894736842105,3862.0689655172414,4.285714285714286,Left,8.571428571428571,Right
155.71428571428572,15.263157894736842,6965.517241379311,15.0,Left,0.0,Left
140.0,19.473684210526315,3034.4827586206898,8.571428571428571,Right,2.857142857142857,Left
158.57142857142856,16.315789473684212,7793.103448275862,12.857142857142858,Right,10.0,Left
